index;barcode;title;author;isbn;complete_edition;date_of_publication;keep
597;EM000007700929;Jahrbuch des Handelsregisters = Annuaire du registre du commerce = Annuario del registro di commercio;Registergilde Zürich;'isbn';;1992;x
598;EM000008197027;OR plus Verweise Schweizerisches Obligationenrecht mit weiteren Erlassen sowie Bundesgerichtspraxis;Aeppli, Sebastian;9783280073384;40., überarb. Aufl., Stand der Gesetzgebung: 1. Januar 2015, Stand der Praxis: 1. November 2014;2015;
599;EM000006653098;OR Schweizerisches Obligationenrecht : mit Nebengesetzen und Verordnungen sowie Bundesgerichtspraxis;Aeppli, Sebastian;9783280072523;38., überarb. Aufl., Stand der Gesetzgebung: 1. Juni 2010, Stand der Praxis: bis und mit BGE 135 III 623;2010;
600;EM000006649832;OR Schweizerisches Obligationenrecht : mit Nebengesetzen und Verordnungen sowie Bundesgerichtspraxis;Aeppli, Sebastian;9783280072523;38., überarb. Aufl., Stand der Gesetzgebung: 1. Juni 2010, Stand der Praxis: bis und mit BGE 135 III 623;2010;
601;EM000006531886;OR Schweizerisches Obligationenrecht mit Nebengesetzen und Verordnungen sowie Bundesgerichtspraxis;Aeppli, Sebastian;9783280072035;37., überarb. und erw. Aufl., Ausg. 2008, [Studienausgabe] mit stark erweitertem Anhang;2008;
602;EM000006531885;OR Schweizerisches Obligationenrecht mit Nebengesetzen und Verordnungen sowie Bundesgerichtspraxis;Aeppli, Sebastian;9783280072035;37., überarb. und erw. Aufl., Ausg. 2008, [Studienausgabe] mit stark erweitertem Anhang;2008;
603;EM000005845574;OR Schweizerisches Obligationenrecht : mit Nebengesetzen und Verordnungen sowie Bundesgerichtspraxis;Aeppli, Sebastian;3280071100;36., überarb. Aufl., Studienausg.;2006;
604;EM000005845575;OR Schweizerisches Obligationenrecht : mit Nebengesetzen und Verordnungen sowie Bundesgerichtspraxis;Aeppli, Sebastian;3280071100;36., überarb. Aufl., Studienausg.;2006;
605;EM000008197028;ZGB plus Verweise Schweizerisches Zivilgesetzbuch mit weiteren Erlassen sowie Bundesgerichtspraxis;Aeppli, Sebastian;9783280073377;38., überarb. Aufl., Stand der Gesetzgebung: 1. Januar 2015, Stand der Praxis: 1. November 2014;2015;
606;EM000006653099;ZGB Schweizerisches Zivilgesetzbuch mit Nebengesetzen und Verordnungen sowie Bundesgerichtspraxis;Aeppli, Sebastian;9783280072561;36., überarb. Auflage, Studienausg., Stand der Gesetzgebung: 1. Juni 2010, Stand der Praxis: bis und mit BGE 135 III 623;2010;
607;EM000006649831;ZGB Schweizerisches Zivilgesetzbuch mit Nebengesetzen und Verordnungen sowie Bundesgerichtspraxis;Aeppli, Sebastian;9783280072561;36., überarb. Auflage, Studienausg., Stand der Gesetzgebung: 1. Juni 2010, Stand der Praxis: bis und mit BGE 135 III 623;2010;
608;EM000006531884;ZGB Schweizerisches Zivilgesetzbuch mit Nebengesetzen und Verordnungen sowie Bundesgerichtspraxis;Aeppli, Sebastian;9783280072028;35., überarb. und erw. Aufl., Ausg. 2008, [Studienausgabe] mit stark erweitertem Anhang;2008;
609;EM000006531883;ZGB Schweizerisches Zivilgesetzbuch mit Nebengesetzen und Verordnungen sowie Bundesgerichtspraxis;Aeppli, Sebastian;9783280072028;35., überarb. und erw. Aufl., Ausg. 2008, [Studienausgabe] mit stark erweitertem Anhang;2008;
610;EM000005845577;ZGB Schweizerisches Zivilgesetzbuch : mit Nebengesetzen und Verordnungen sowie Bundesgerichtspraxis;Aeppli, Sebastian;9783280071090;34., überarb. Aufl. 2006, Studienausg.;2006;
611;EM000005845578;ZGB Schweizerisches Zivilgesetzbuch : mit Nebengesetzen und Verordnungen sowie Bundesgerichtspraxis;Aeppli, Sebastian;9783280071090;34., überarb. Aufl. 2006, Studienausg.;2006;
612;EM000009414614;ZGB, OR plus Verweise Schweizerisches Zivilgesetzbuch und Schweizerisches Obligationenrecht mit weiteren Erlassen;Schweiz;3280074789;43./45., aktualisierte und erweiterte Auflage;2022;
613;EM000009415270;ZGB, OR plus Verweise Schweizerisches Zivilgesetzbuch und Schweizerisches Obligationenrecht mit weiteren Erlassen;Schweiz;9783280071922;"42., aktualisierte und erweiterte Auflage ZGB, 44., aktualisierte Auflage OR; Stand der Gesetzgebung: 1. Februar 2021, Stand der Praxis: 31. Dezember 2020";2021;
614;EM000009005406;ZGB/OR plus Verweise Schweizerisches Zivilgesetzbuch und Schweizerisches Obligationenrecht mit weiteren Erlassen;Schweiz;3280074436;41./43., aktualisierte und erweiterte Auflage;2019;
615;EM000008715864;ZGB, OR plus Verweise Schweizerisches Zivilgesetzbuch und Schweizerisches Obligationenrecht mit weiteren Erlassen;Schweiz;9783280074022;"40. Auflage ZGB, 42. Auflage OR; Stand der Gesetzgebung: 1. Januar 2018 EÖBV 1. Februar 2018, Stand der Praxis: 1. September 2017";2018;
616;EM000005207861;Schweizerisches Zivilgesetzbuch und Obligationenrecht mit ausgewählten Nebenerlassen;Roberto, Vito;3725548323;Studienausgabe, 2. Aufl.;2004;
617;EM000005207860;Schweizerisches Zivilgesetzbuch und Obligationenrecht mit ausgewählten Nebenerlassen;Roberto, Vito;3725548323;Studienausgabe, 2. Aufl.;2004;
618;EM000007056588;Schweizerisches Zivilgesetzbuch und Obligationenrecht mit ausgewählten Nebenerlassen : Studienausgabe;Breitschmid, Peter;3725544611;Studienausgabe;2002;
619;EM000008197488;ZGB Schweizerisches Zivilgesetzbuch und Nebenerlasse;Schweiz;9783719037475;8. Auflage, Stand am 1.1.2016 gemäss SR;[2016];
620;EM000008121471;ZGB Schweizerisches Zivilgesetzbuch und Nebenerlasse;Büchler, Andrea;9783719034665;6. Aufl., Stand am 1.1.2014 gemäss der SR;2014;
621;EM000007191456;ZGB Schweizerisches Zivilgesetzbuch und Nebenerlasse;Büchler, Andrea;9783719033606;5. Aufl., Stand am 1.1.2013 gemäss der SR;2013;
622;EM000007203320;ZGB Schweizerisches Zivilgesetzbuch und Nebenerlasse;Büchler, Andrea;9783719033606;5. Aufl., Stand am 1.1.2013 gemäss der SR;2013;
623;EM000007698272;ZGB Schweizerisches Zivilgesetzbuch und Nebenerlasse;Büchler, Andrea;9783719031923;4. Aufl., Stand der Gesetzgebung: 1. Januar 2012;2012;
624;EM000007201239;ZGB schweizerisches Zivilgesetzbuch und Nebenerlasse;Büchler, Andrea;9783719029555;3. Aufl., Stand der Gesetzgebung: 1. Januar 2011;2011;
625;EM000009412737;ZGB Schweizerisches Zivilgesetzbuch und Nebenerlasse;Schweiz;3719048063;16. Auflage, Stand am 1. Januar 2024 gemäss der SR;2024;
626;EM000009227009;ZGB Schweizerisches Zivilgesetzbuch und Nebenerlasse;Schweiz;3719046907;15. Auflage, Stand am 1.2.2023 gemäss der SR;[2023];
627;EM000009414040;ZGB Schweizerisches Zivilgesetzbuch und Nebenerlasse;Schweiz;9783719045739;14. Auflage, Stand am 1.1.2022 gemäss der SR;[2022];
628;EM000009226853;ZGB Schweizerisches Zivilgesetzbuch und Nebenerlasse;Schweiz;9783719043131;12. Auflage, Stand am 1.1.2020 gemäss der SR;[2020];
629;EM000009004884;ZGB Schweizerisches Zivilgesetzbuch und Nebenerlasse;Schweiz;9783719042219;11. Auflage, Stand am 1.1.2019 gemäss der SR;[2019];
630;EM000008715280;ZGB Schweizerisches Zivilgesetzbuch und Nebenerlasse;Schweiz;9783719040581;10. Auflage, Stand am 01.01.2018 gemäss der SR;2018;
631;EM000008121952;Schweizerisches Obligationenrecht vom 30. März 1911 Textausgabe mit Anhängen, Querverweisen, Sachregister und Anmerkungen;Gmünder Perrig, Daniela;9783725569779;50. Auflage. Stand: 1. Juli 2014;2014;
632;EM000007997254;Schweizerisches Obligationenrecht vom 30. März 1911 Textausgabe mit Anhängen, Querverweisen, Sachregister und Anmerkungen;Stöckli, Hubert;9783725563708;49. Auflage. Stand: 1. Juli 2012;2012;
633;EM000007058360;Schweizerisches Obligationenrecht vom 30. März 1911 Textausgabe mit Anhängen, Querverweisen, Sachregister und Anmerkungen;Gmünder Perrig, Daniela;9783725560639;48. Auflage. Stand: 1. Juli 2010;2010;
634;EM000009011005;OR Schweizerisches Obligationenrecht : Textausgabe unter Einschluss von Nebenerlassen und Übereinkommen, mit Kontextverweisen und Anmerkungen;Schweiz;9783725578399;52. Auflage;2018;
635;EM000008554581;Schweizerisches Obligationenrecht vom 30. März 1911 Textausgabe mit Anhängen, Querverweisen, Sachregister und Anmerkungen;Schweiz;9783725574674;51. Auflage. Stand: 1. Juli 2016;2016;
636;EM000009007009;ZGB, OR Schweizerisches Zivilgesetzbuch mit Obligationenrecht : Textausgabe unter Einschluss von ZPO, Nebenerlassen und Übereinkommen, mit Kontextverweisen und Anmerkungen;Schweiz;9783725578375;52. Auflage;2018;
637;EM000007996386;Schweizerisches Zivilgesetzbuch mit Obligationenrecht Textausgabe mit Anhängen, Querverweisen, Sachregister und Anmerkungen;Gmünder Perrig, Daniela;9783725569762;50. Auflage. Stand: 1. Juli 2014;2014;
638;EM000006327109;Schweizerisches Zivilgesetzbuch mit Obligationenrecht Textausgabe mit Anhängen, Querverweisen, Sachregister und Anmerkungen;Schönenberger, Wilhelm;3725537682;42. Aufl.;1998;
639;EM000008554582;Schweizerisches Zivilgesetzbuch vom 10. Dezember 1907 Textausgabe mit Anhängen, Querverweisen, Sachregister und Anmerkungen;Schweiz;9783725574667;51. Auflage, Stand: 1. Juli 2016;2016;
640;EM000008121951;Schweizerisches Zivilgesetzbuch vom 10. Dezember 1907 Textausgabe mit Anhängen, Querverweisen, Sachregister und Anmerkungen;Gmünder Perrig, Daniela;9783725569786;50. Auflage. Stand: 1. Juli 2014;2014;
641;EM000007698269;Schweizerisches Zivilgesetzbuch vom 10. Dezember 1907 Textausgabe mit Anhängen, Querverweisen, Sachregister und Anmerkungen;Gmünder Perrig, Daniela;9783725563692;49. Auflage. Stand: 1. Juli 2012;2012;
642;EM000007058361;Schweizerisches Zivilgesetzbuch vom 10. Dezember 1907 Textausgabe mit Anhängen, Querverweisen, Sachregister und Anmerkungen;Gmünder Perrig, Daniela;9783725560622;48. Auflage. Stand: 1. Juli 2010;2010;
643;EM000008709253;ZGB, OR, SchKG, BV und andere Erlasse kaufmännische Studienausgabe;Schneiter, Ernst J.;9783280072677;Kaufmännische Studienausg., 8. Aufl., Ausg. 2011/12, Stand der Gesetzgebung: 1.1.2011;2011;
644;EM000008709252;ZGB, OR, SchKG, BV und andere Erlasse kaufmännische Studienausgabe;Schneiter, Ernst J.;9783280072677;Kaufmännische Studienausg., 8. Aufl., Ausg. 2011/12, Stand der Gesetzgebung: 1.1.2011;2011;
645;EM000007201245;ZGB, OR, SchKG, BV und andere Erlasse;Schneiter, Ernst J;9783280072059;5. Aufl. Ausgabe 2008;2008;
646;EM000006323118;ZGB, OR, SchKG, BV und andere Erlasse;Schneiter, Ernst J;9783280071465;4. Aufl., Ausg. 2007, kaufmännische Studienausg.;2007;
647;EM000005206020;ZGB, OR, SchKG, BV und andere Erlasse kaufmännische Studienausgabe;Schneiter, Ernst J.;3280070465;;2003;
648;EM000009412018;ZGB, OR, SchKG, BV und weitere Erlasse kaufmännische Ausgabe;Schweiz;9783280071885;18. Auflage, Ausgabe 2021/22;[2021];
649;EM000009226558;ZGB, OR, SchKG, BV und weitere Erlasse kaufmännische Ausgabe;Schweiz;9783280074541;17. Auflage, Ausgabe 2020/21;[2020];
650;EM000008715869;ZGB, OR, SchKG, BV und weitere Erlasse Kaufmännische Ausgabe;Schweiz;9783280074213;15. aktualis. Aufl., Ausgabe 2018/19;[2018];
651;EM000008551883;ZGB, OR, SchKG, BV und weitere Erlasse kaufmännische Ausgabe;Schweiz;9783280073889;14. Auflage Ausgabe 2017/18;2017;
652;EM000008554311;ZGB, OR, SchKG, BV und weitere Erlasse kaufmännische Ausgabe;Schweiz;9783280073636;13. Auflage Ausgabe 2016/17;[2016];
653;EM000008199354;ZGB, OR, SchKG, BV und weitere Erlasse kaufmännische Ausgabe;Schneiter, Ernst J;9783280073353;12. Aufl., Ausg. 2015/16, kaufmännische Ausg., Stand der Gesetzgebung: 1. Januar 2015;2015;
654;EM000008715281;OR Schweizerisches Obligationenrecht und Nebenerlasse;Schweiz;9783719040574;10. Auflage, Stand am 01.01.2018 gemäss der SR;[2018];
655;EM000007191457;OR Schweizerisches Obligationenrecht und Nebenerlasse;Zumstein, Beat;9783719033606;5. Aufl., Stand am 1.1.2013 gemäss der SR;2013;
656;EM000008121582;OR Schweizerisches Obligationenrecht und Nebenerlasse;Zumstein, Beat;9783719033606;5. Aufl., Stand am 1.1.2013 gemäss der SR;2013;
657;EM000007698271;OR Schweizerisches Obligationenrecht und Nebenerlasse;Schulin, Hermann;9783719031916;4. Aufl., Stand der Gesetzgebung: 1. Januar 2012;2012;
658;EM000007201196;OR Schweizerisches Obligationenrecht und Nebenerlasse;Schulin, Hermann;9783719030773;3. Aufl., Stand der Gesetzgebung: 1. Januar 2011;2011;
659;EM000007698122;OR Schweizerisches Obligationenrecht und Nebenerlasse;Schulin, Hermann;9783719026677;Stand der Gesetzgebung in dieser Ausg.: 1. Juli 2008;2008;
660;EM000009227246;OR Schweizerisches Obligationenrecht und Nebenerlasse;Schweiz;3719046915;15. Auflage, Stand am 1.1.2023 gemäss der SR;[2023];
661;EM000009414043;OR Schweizerisches Obligationenrecht und Nebenerlasse;Schweiz;9783719045746;14. Auflage, Stand 1.1.2022 gemäss der SR;[2022];
662;EM000008548765;OR Schweizerisches Obligationenrecht und Nebenerlasse;Schweiz;9783719042196;11. Auflage, Stand am 1.1.2019 gemäss der SR;[2019];
663;EM000009226852;OR Schweizerisches Obligationenrecht und Nebenerlasse;Schweiz;9783719043124;12. Auflage, Stand am 1.1.2020 gemäss der SR;[2020];
664;EM000009412739;OR Schweizerisches Obligationenrecht und Nebenerlasse;Schweiz;3719048071;16. Auflage, Stand am 1.2.2024 gemäss der SR;[2024];
665;ZHAW000007402;OR Schweizerisches Obligationenrecht und Nebenerlasse;Schweiz;3719048071;16. Auflage, Stand am 1.2.2024 gemäss der SR;[2024];
666;EM000006530600;SchKG, ZPO Bundesgesetz über Schuldbetreibung und Konkurs, Zivilprozessordnung und Nebenerlasse;Staehelin, Daniel;9783719028688;2. Aufl.;2009;
667;EM000006530601;SchKG, ZPO Bundesgesetz über Schuldbetreibung und Konkurs, Zivilprozessordnung und Nebenerlasse;Staehelin, Daniel;9783719028688;2. Aufl.;2009;
668;EM000007698121;SchKG Bundesgesetz über Schuldbetreibung und Konkurs und Nebenerlasse;Staehelin, Daniel;9783719026691;Stand der Gesetzgebung in dieser Ausg.: 1. Juli 2008;2008;
669;EM000007196127;ZGB Schweizerisches Zivilgesetzbuch : vollständige Textausgabe mit wichtigen Nebengesetzen und Verordnungen;Sutter-Somm, Thomas;9783906709833;24. Aufl., Stand der Gesetzgebung 1. Juli 2012;2012;
670;EM000006531666;ZGB Schweizerisches Zivilgesetzbuch : vollständige Textausgabe mit wichtigen Nebengesetzen und Verordnungen;Weimar, Peter;9783906709680;21. Aufl., Stand der Gesetzgebung: 1. Mai 2009;2009;
671;EM000006531668;ZGB Schweizerisches Zivilgesetzbuch : vollständige Textausgabe mit wichtigen Nebengesetzen und Verordnungen;Weimar, Peter;9783906709680;21. Aufl., Stand der Gesetzgebung: 1. Mai 2009;2009;
672;EM000006327747;ZGB Schweizerisches Zivilgesetzbuch : vollständige Textausgabe mit wichtigen Nebengesetzen und Verordnungen;Weimar, Peter;9783906709581;19. Auflage, Stand der Gesetzgebung: 1.Juni 2007;2007;
673;EM000006531458;OR Obligationenrecht : vollständige Textausgabe mit wichtigen Nebengesetzen und Verordnungen;Weimar;9783906709697;21. Aufl., Stand der Gesetzgebung: 1. Mai 2009;2009;
674;EM000007196138;OR Obligationenrecht : vollständige Textausgabe mit wichtigen Nebengesetzen und Verordnungen;Sutter-Somm, Thomas;9783906709826;24. Aufl. hrsg. von Thomas Sutter-Somm;2012;
675;EM000006327743;OR Obligationenrecht : vollständige Textausgabe mit wichtigen Nebengesetzen und Verordnungen;Weimar, Peter;9783906709574;19. Aufl., Stand der Gesetzgebung: 1. Juni 2007;2007;
676;EM000006531173;ZGB, OR Schweizerisches Zivilgesetzbuch und Obligationenrecht : vollständige Textausgabe mit wichtigen Nebengesetzen und Verordnungen;Weimar, Peter;9783906709703;21. Aufl., Stand der Gesetzgebung: 1. Mai 2009;2009;
677;EM000006329047;ZGB, OR Schweizerisches Zivilgesetzbuch und Obligationenrecht : vollständige Textausgabe mit wichtigen Nebengesetzen und Verordnungen;Weimar, Peter;3906709655;20. Aufl., Stand der Gesetzgebung 1. März 2008;2008;
678;EM000007203444;ZGB/OR Schweizerisches Zivilgesetzbuch und Obligationenrecht : vollständige Textausgabe mit wichtigen Nebengesetzen und Verordnungen;Sutter-Somm, Thomas;9783906709871;25. Aufl., Stand der Gesetzgebung 1. Juli 2013;2013;
679;EM000007203459;ZGB/OR Schweizerisches Zivilgesetzbuch und Obligationenrecht : vollständige Textausgabe mit wichtigen Nebengesetzen und Verordnungen;Sutter-Somm, Thomas;9783906709871;25. Aufl., Stand der Gesetzgebung 1. Juli 2013;2013;
680;EM000007697200;ZGB/OR Schweizerisches Zivilgesetzbuch und Obligationenrecht : vollständige Textausgabe mit wichtigen Nebengesetzen und Verordnungen;Sutter-Somm, Thomas;9783906709826;24. Aufl., Stand der Gesetzgebung 1. Juli 2012;2012;
681;EM000007698409;ZGB/OR Schweizerisches Zivilgesetzbuch und Obligationenrecht : vollständige Textausgabe mit wichtigen Nebengesetzen und Verordnungen;Sutter-Somm, Thomas;9783906709826;24. Aufl., Stand der Gesetzgebung 1. Juli 2012;2012;
682;EM000007056299;ZGB/OR Schweizerisches Zivilgesetzbuch und Obligationenrecht : Vollständige Textausgabe mit wichtigen Nebengesetzen und Verordnungen;Sutter-Somm, Thomas;9783906709802;23. Aufl., Stand der Gesetzgebung: 1. Juni 2011;2011;
683;EM000006331653;ZGB, OR Schweizerisches Zivilgesetzbuch und Obligationenrecht : vollständige Textausgabe mit wichtigen Nebengesetzen und Verordnungen;Sutter-Somm, Thomas;9783906709758;22. Aufl., Stand der Gesetzgebung: 1. Juni 2010;2010;
684;EM000006331651;ZGB, OR Schweizerisches Zivilgesetzbuch und Obligationenrecht : vollständige Textausgabe mit wichtigen Nebengesetzen und Verordnungen;Sutter-Somm, Thomas;9783906709758;22. Aufl., Stand der Gesetzgebung: 1. Juni 2010;2010;
685;EM000008191360;ZGB/OR schweizerisches Zivilgesetzbuch und Obligationenrecht : vollständige Textausgabe mit wichtigen Nebengesetzen und Verordnungen;Sutter-Somm, Thomas;9783906186139;27. Aufl., Stand der Gesetzgebung: 1. März 2015;2015;
686;EM000008191359;ZGB/OR schweizerisches Zivilgesetzbuch und Obligationenrecht : vollständige Textausgabe mit wichtigen Nebengesetzen und Verordnungen;Sutter-Somm, Thomas;9783906186139;27. Aufl., Stand der Gesetzgebung: 1. März 2015;2015;
687;EM000007996387;ZGB Schweizerisches Zivilgesetzbuch : vollständige Textausgabe mit wichtigen Nebengesetzen und Verordnungen;Sutter-Somm, Thomas;3906186040;26. Aufl., Stand der Gesetzgebung: 1. Juli 2014;2014;
688;EM000008712247;ZGB Schweizerisches Zivilgesetzbuch : vollständige Textausgabe mit wichtigen Nebengesetzen und Verordnungen;Schweiz;9783906186245;29. Auflage, erweiterte Ausgabe, Stand der Gesetzgebung: 1. Februar 2017;2017;
689;EM000008712242;ZGB Schweizerisches Zivilgesetzbuch : vollständige Textausgabe mit wichtigen Nebengesetzen und Verordnungen;Schweiz;9783906186245;29. Auflage, erweiterte Ausgabe, Stand der Gesetzgebung: 1. Februar 2017;2017;
690;EM000008554271;ZGB/OR Schweizerisches Zivilgesetzbuch [und] Obligationenrecht : vollständige Textausgabe mit wichtigen Nebengesetzen und Verordnungen;Schweiz;9783906186184;28. Auflage, Stand der Gesetzgebung: 1. März 2016;2016;
691;EM000008554269;ZGB/OR Schweizerisches Zivilgesetzbuch [und] Obligationenrecht : vollständige Textausgabe mit wichtigen Nebengesetzen und Verordnungen;Schweiz;9783906186184;28. Auflage, Stand der Gesetzgebung: 1. März 2016;2016;
692;EM000008554270;ZGB/OR Schweizerisches Zivilgesetzbuch [und] Obligationenrecht : vollständige Textausgabe mit wichtigen Nebengesetzen und Verordnungen;Schweiz;9783906186184;28. Auflage, Stand der Gesetzgebung: 1. März 2016;2016;
693;EM000007697050;Repetitorium Obligationenrecht Besonderer Teil kurz gefasste Darstellung über besondere Verträge unter Einschluss des Einzelarbeitsvertrags und der Innominaverträge mit Schemata, Übungen und Lösungen;Forrer, Fiona;3280071399;2., überarb. Aufl. Fiona Forrer, Thomas Hiestand;2012;
694;EM000007698155;Obligationenrecht, besonderer Teil kurz gefasste Darstellung (Repetitorium), Tafeln, Übungen mit Lösungen : besondere Verträge unter Einschluss des Einzelarbeitsvertrags und der Innominatverträge;Forrer, Fiona;3280070023;;2003;
695;EM000005208031;Obligationenrecht, besonderer Teil kurz gefasste Darstellung (Repetitorium), Tafeln, Übungen mit Lösungen : besondere Verträge unter Einschluss des Einzelarbeitsvertrags und der Innominatverträge;Forrer, Fiona;3280070023;;2003;
696;EM000009004274;Repetitorium Erbrecht kurz gefasste Darstellung mit Schemata, Übungen und Lösungen;Baumann, Andreas;9783280073964;4., überarbeitete Auflage;2018;
697;EM000009004275;Repetitorium Erbrecht kurz gefasste Darstellung mit Schemata, Übungen und Lösungen;Baumann, Andreas;9783280073964;4., überarbeitete Auflage;2018;
698;EM000008548240;Repetitorium Erbrecht kurz gefasste Darstellung mit Schemata, Übungen und Lösungen;Ryffel, Gritli;9783280073117;3., überarb. und aktual. Aufl.;2013;
699;EM000008548241;Repetitorium Erbrecht kurz gefasste Darstellung mit Schemata, Übungen und Lösungen;Ryffel, Gritli;9783280073117;3., überarb. und aktual. Aufl.;2013;
700;EM000008548242;Repetitorium Erbrecht kurz gefasste Darstellung mit Schemata, Übungen und Lösungen;Ryffel, Gritli;9783280073117;3., überarb. und aktual. Aufl.;2013;
701;EM000008548243;Repetitorium Erbrecht kurz gefasste Darstellung mit Schemata, Übungen und Lösungen;Ryffel, Gritli;9783280073117;3., überarb. und aktual. Aufl.;2013;
702;EM000007058282;Erbrecht kurz gefasste Darstellung (Repetitorium) des schweizerischen Erbrechts;Ryffel, Gritli;9783280072110;2., überarb. Aufl.;2008;
703;EM000006531175;Erbrecht kurz gefasste Darstellung (Repetitorium) des schweizerischen Erbrechts;Ryffel, Gritli;9783280072110;2., überarb. Aufl.;2008;
704;EM000006331805;Erbrecht kurz gefasste Darstellung (Repetitorium) des schweizerischen Erbrechts, Tafeln, Übungen mit Lösungen;Ryffel, Gritli;3280070562;;[2004];
705;EM000007056253;Haftpflichtrecht kurz gefasste Darstellung (Repetitorium), Tafeln, Übungen mit Lösungen;Thurnherr, Christoph;3280070708;;[2005];
706;EM000007698150;Haftpflichtrecht kurz gefasste Darstellung (Repetitorium), Tafeln, Übungen mit Lösungen;Thurnherr, Christoph;3280070708;;[2005];
707;EM000006328263;Ehe, Partnerschaft, Kinder eine Einführung in das Familienrecht der Schweiz;Büchler, Andrea;9783719023409;;2007;
708;EM000008121455;Das Familienrecht des Schweizerischen Zivilgesetzbuches Eheschliessung, Scheidung, allgemeine Wirkungen der Ehe, Güterrecht, Kindesrecht, Erwachsenenschutzrecht, eingetragene Partnerschaft, Konkubinat;Hausheer, Heinz;9783727286858;5., vollständig überarb. und aktual. Aufl.;2014;
709;EM000007999996;Das Familienrecht des Schweizerischen Zivilgesetzbuches Eheschliessung, Scheidung, allgemeine Wirkungen der Ehe, Güterrecht, Kindesrecht, Erwachsenenschutzrecht, eingetragene Partnerschaft, Konkubinat;Hausheer, Heinz;9783727286858;5., vollständig überarb. und aktual. Aufl.;2014;
710;EM000009228045;Das Personenrecht des Schweizerischen Zivilgesetzbuches;Hausheer, Heinz;9783727284878;5. Auflage;[2020];
711;EM000008713086;Erwachsenenschutzrecht in a nutshell;Hrubesch-Millauer, Stephanie;9783037519219;2. Auflage;[2017];
712;EM000007203492;Erwachsenenschutzrecht;Hrubesch-Millauer, Stephanie;9783037515204;;2013;
713;EM000007201016;Prinzipien des Vertragsrechts;Böhringer, Peter;9783725556762;2. Auflage;2010;
714;EM000007056303;Prinzipien des Vertragsrechts;Böhringer, Peter;9783725556762;2. Auflage;2010;
715;EM000005845638;Prinzipien des Vertragsrechts;Böhringer, Peter;3725551839;;2006;
716;EM000006531713;Prinzipien des Vertragsrechts;Böhringer, Peter;3725551839;;2006;
717;EM000005845636;Prinzipien des Vertragsrechts;Böhringer, Peter;3725551839;;2006;
718;EM000006531722;Prinzipien des Vertragsrechts;Böhringer, Peter;3725551839;;2006;
719;EM000007203008;OR kompakt Grundlagen, Vertragsrecht (inkl. Arbeitsrecht), Haftpflichtrecht : eine Einführung mit praktischen Beispielen und Übersichten : für Studierende an Fachhochschulen und Universitäten;Dieth, Eric;9783719030667;2. Auflage;2012;
720;EM000007698283;OR kompakt Grundlagen, Vertragsrecht (inkl. Arbeitsrecht), Haftpflichtrecht : eine Einführung mit praktischen Beispielen und Übersichten : für Studierende an Fachhochschulen und Universitäten;Dieth, Eric;9783719030667;2. Auflage;2012;
721;EM000007698176;OR kompakt Grundlagen, Vertragsrecht (inkl. Arbeitsrecht), Haftpflichtrecht : eine Einführung mit praktischen Beispielen und Übersichten - für Studierende an Fachhochschulen und Universitäten;Dieth, Eric;9783719026875;;2008;
722;EM000006217440;Schweizerisches Obligationenrecht allgemeiner Teil : ohne ausservertragliches Haftpflichtrecht;Gauch, Peter;372554655X;8. Aufl. erg., verb. und nachgeführt von Heinz Rey und Jörg Schmid;2003;
723;EM000007056912;Schweizerisches Obligationenrecht, Besonderer Teil;Honsell, Heinrich;3727207965;8., ergänzte und verb. Aufl.;2006;
724;EM000005845128;Schweizerisches Obligationenrecht besonderer Teil;Honsell, Heinrich;372720947X;7., ergänzte und verbesserte Aufl.;2003;
725;EM000004779924;Schweizerisches Obligationenrecht besonderer Teil;Honsell, Heinrich;372720947X;7., ergänzte und verbesserte Aufl.;2003;
726;EM000005845129;Schweizerisches Obligationenrecht besonderer Teil;Honsell, Heinrich;372720947X;7., ergänzte und verbesserte Aufl.;2003;
727;EM000006331995;Schweizerisches Obligationenrecht, Besonderer Teil;Schmid, Jörg;9783725560813;;2010;
728;EM000005846327;Schweizerisches Obligationenrecht - Allgemeiner Teil;Schmid, Jörg;3725537852;7. Auflage erg., verb. und nachgef. von Jörg Schmid;1998;
729;EM000007697978;Schweizerisches Obligationenrecht - Allgemeiner Teil;Schmid, Jörg;3725537852;7. Auflage erg., verb. und nachgef. von Heinz Rey;1998;
730;EM000007697976;Schweizerisches Obligationenrecht - Allgemeiner Teil;Schmid, Jörg;3725537852;7. Auflage erg., verb. und nachgef. von Jörg Schmid;1998;
731;EM000006325500;OR für den Alltag kommentierte Ausgabe aus der Beobachter-Beratungspraxis;Ruedin, Philippe;9783855694327;9., überarb. und aktualisierte Aufl., Stand Gesetze und Rechtsprechung März 2010;2010;
732;EM000005207360;OR für den Alltag das schweizerische Obligationenrecht ausführlich kommentiert und erklärt : mit vollständigem Gesetzestext und Stichwortverzeichnis;Ruedin, Philippe;3855693153;"Kommentierte Ausg. aus der Beobachter-Beratungspraxis ; [4., überarb. und aktualisierte Aufl.]";2005;
733;EM000005206790;Das Obligationenrecht ausführlich kommentiert und erklärt : OR für den Alltag : mit vollständigem Gesetzestext und Stichwortverzeichnis;Ruedin, Philippe;3855692513;[3. überarbeitete Aufl.];[2002];
734;EM000008554764;Schweizerisches Obligationenrecht, Allgemeiner Teil;Schwenzer, Ingeborg;9783727284915;7. Auflage;[2016];
